farm_id,crop_type,grid_x,grid_y,soil_type,soil_ph,soil_moisture_pct,humidity_pct,temperature_c,rainfall_category,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,pest_risk_score,water_need_score,yield_prediction_t_ha
1,Rice,2,0,Clay Soil,7.08,27.77,80.43,33.97,Low,196.53,40.15,141.11,0.591,0.784,0.46982933877706035
1,Rice,2,1,Clay Soil,6.52,46.36,69.62,29.39,Medium,176.49,63.79,125.73,0.605,0.609,0.7862278184508937
1,Rice,2,2,Sandy Soil,6.61,37.53,71.87,30.21,Medium,141.68,32.6,164.64,0.591,0.659,0.4986502775262066
1,Rice,2,3,Clay Soil,7.08,54.75,73.5,32.86,High,175.19,27.57,166.39,0.703,0.513,0.39422890710440994
1,Rice,2,4,Loamy Soil,6.72,42.57,47.12,26.34,High,141.29,56.48,249.52,0.528,0.525,0.7152544912103189
1,Rice,2,5,Clay Soil,6.87,53.18,73.14,30.04,High,137.59,44.86,192.19,0.682,0.499,0.37791563500289777
1,Rice,2,6,Loamy Soil,6.1,30.43,84.12,33.2,Medium,196.32,51.87,237.45,0.634,0.717,0.6478863595004756
1,Rice,2,7,Clay Soil,6.5,56.7,71.28,27.9,Medium,144.12,27.62,180.72,0.635,0.546,0.30403298761202247
1,Rice,2,8,Clay Soil,6.6,38.92,71.14,34.07,Low,131.16,43.48,113.11,0.588,0.729,0.3671813951101569
1,Rice,2,9,Loamy Soil,7.04,48.73,50.93,28.01,Low,209.01,52.86,190.4,0.506,0.634,0.6956861235869124
1,Rice,2,10,Clay Soil,6.63,35.07,61.98,29.99,Medium,170.77,62.99,193.47,0.543,0.67,0.7348466579995411
1,Rice,2,11,Clay Soil,6.68,47.69,69.02,28.97,High,150.5,41.47,153.62,0.644,0.519,0.5171368281189971
1,Rice,2,12,Loamy Soil,7.36,35.79,87.76,31.22,Medium,184.89,42.75,331.39,0.654,0.675,0.6074351717611759
1,Rice,2,13,Clay Soil,5.96,35.89,56.92,29.53,Medium,156.02,45.13,312.57,0.523,0.662,0.6098896304410711
1,Rice,2,14,Clay Soil,5.97,66.98,70.71,32.91,Low,197.18,32.96,97.21,0.664,0.58,0.35214780096325726
1,Rice,3,0,Loamy Soil,6.61,25.87,78.54,30.83,Medium,126.02,40.08,202.82,0.586,0.722,0.4280155791605291
1,Rice,3,1,Loamy Soil,6.55,51.17,61.87,25.2,Low,178.46,23.13,107.95,0.543,0.601,0.45393612290402124
1,Rice,3,2,Clay Soil,7.32,59.15,77.78,30.73,High,152.7,70.91,305.32,0.722,0.475,0.7627122226218916
1,Rice,3,3,Loamy Soil,6.76,61.42,54.8,29.19,Low,111.4,50.29,263.51,0.565,0.58,0.5913618289568462
1,Rice,3,4,Clay Soil,6.45,63.03,47.41,32.66,Medium,152.96,64.43,117.19,0.582,0.55,0.40169598446372656
1,Rice,3,5,Loamy Soil,6.65,44.61,64.85,32.39,Low,67.3,38.66,121.73,0.571,0.688,0.5324083969394795
1,Rice,3,6,Clay Soil,6.7,44.25,71.7,26.7,Medium,188.21,25.21,230.24,0.593,0.599,0.46549177195836833
1,Rice,3,7,Clay Soil,6.46,32.58,56.85,28.32,Low,127.85,22.03,317.88,0.483,0.718,0.4363077999694041
1,Rice,3,8,Clay Soil,6.98,43.65,65.35,31.54,Low,141.16,49.21,245.45,0.566,0.686,0.6401676288840867
1,Rice,3,9,Clay Soil,5.89,61.4,59.53,26.32,Medium,215.8,36.26,234.59,0.594,0.51,0.6970999522495951
1,Rice,3,10,Sandy Soil,6.53,25.72,68.11,27.08,Medium,158.14,28.65,114.66,0.525,0.695,0.5931280119116199
1,Rice,3,11,Clay Soil,7.17,55.58,54.39,28.04,Medium,149.68,62.2,204.64,0.564,0.552,0.5430782476777362
1,Rice,3,12,Sandy Soil,7.13,34.49,56.39,28.68,Low,94.69,53.89,314.56,0.488,0.711,0.5870787624148786
1,Rice,3,13,Clay Soil,6.24,39.15,65.28,30.38,Low,126.3,27.04,202.91,0.546,0.7,0.5331263431403563
1,Rice,3,14,Sandy Soil,6.47,38.08,56.69,31.17,High,180.22,47.51,141.35,0.577,0.583,0.647554512712236
1,Rice,4,0,Loamy Soil,6.23,51.85,85.43,34.86,Low,119.47,12.93,102.35,0.688,0.67,0.452082576215471
1,Rice,4,1,Clay Soil,6.82,44.21,65.48,25.43,Medium,101.56,30.22,202.84,0.562,0.59,0.4814341023336183
1,Rice,4,2,Clay Soil,6.71,62.3,58.98,32.28,Medium,51.13,28.05,234.62,0.624,0.551,0.3893665025993972
1,Rice,4,3,Loamy Soil,6.54,46.04,62.97,30.51,Low,143.77,57.52,215.27,0.559,0.667,0.4863793375919329
1,Rice,4,4,Clay Soil,6.66,39.95,59.05,31.76,Low,161.59,71.13,252.27,0.531,0.706,0.8142525822394198
1,Rice,4,5,Clay Soil,7.02,22.55,61.74,29.25,Medium,135.94,40.28,300.59,0.501,0.727,0.7256240028570823
1,Rice,4,6,Clay Soil,6.59,54.25,62.61,32.47,Medium,90.86,57.16,220.31,0.616,0.592,0.5107989878419666
1,Rice,4,7,Sandy Soil,6.53,39.49,60.85,32.9,High,116.01,52.46,148.63,0.606,0.589,0.6003532897892024
1,Rice,4,8,Clay Soil,6.92,38.88,80.1,31.21,High,139.21,25.32,173.34,0.673,0.58,0.5361636025047634
1,Rice,4,9,Clay Soil,6.89,49.96,68.77,32.89,Medium,225.07,28.39,125.32,0.629,0.617,0.43548802453948754
1,Rice,4,10,Clay Soil,6.76,44.33,66.71,32.51,Medium,161.2,23.12,346.75,0.602,0.642,0.5661395605508415
1,Rice,4,11,Clay Soil,6.74,35.51,66.29,35.35,High,168.86,68.23,280.73,0.628,0.628,0.8518036566465969
1,Rice,4,12,Sandy Soil,6.1,43.49,66.84,30.3,High,152.23,56.41,98.45,0.629,0.55,0.5054173960890048
1,Rice,4,13,Clay Soil,6.27,32.85,80.3,33.21,Low,83.81,52.35,204.4,0.602,0.753,0.6564643655814006
1,Rice,4,14,Clay Soil,6.4,26.96,77.7,27.54,Medium,140.17,35.91,38.19,0.569,0.692,0.23802548959102554
1,Rice,5,0,Loamy Soil,5.76,41.77,64.46,33.24,Medium,105.74,78.6,203.55,0.589,0.66,0.7201902504375224
1,Rice,5,1,Clay Soil,6.27,38.44,57.17,32.02,High,148.69,31.85,157.23,0.584,0.588,0.5087047068238171
1,Rice,5,2,Loamy Soil,5.5,59.95,66.06,34.17,Medium,67.06,34.86,177.71,0.655,0.576,0.47009926495341325
1,Rice,5,3,Loamy Soil,6.06,66.03,63.5,31.58,Low,187.43,59.07,243.3,0.626,0.575,0.6651760776535502
1,Rice,5,4,Clay Soil,6.45,30.33,53.71,30.3,Low,178.52,36.4,177.51,0.473,0.744,0.35624310853991076
1,Rice,5,5,Loamy Soil,6.07,52.39,67.35,30.76,Medium,173.72,35.36,219.57,0.62,0.589,0.4950328112162488
1,Rice,5,6,Sandy Soil,6.17,26.32,52.49,26.28,Medium,174.24,20.79,305.29,0.46,0.685,0.5967112571511747
1,Rice,5,7,Sandy Soil,6.28,49.79,47.47,28.37,High,148.49,56.55,206.85,0.561,0.504,0.7487894044741517
1,Rice,5,8,Sandy Soil,6.77,47.05,66.5,36.47,Low,142.64,40.28,220.85,0.605,0.706,0.45517297817263525
1,Rice,5,9,Clay Soil,6.91,50.67,48.7,31.66,Medium,160.24,54.74,299.93,0.545,0.604,0.5941506397106813
1,Rice,5,10,Clay Soil,6.82,37.5,75.14,29.53,Medium,151.04,47.76,156.46,0.601,0.654,0.46382429564154637
1,Rice,5,11,Clay Soil,6.13,28.78,50.66,31.74,Medium,110.97,55.8,143.04,0.488,0.714,0.6245402117702075
1,Rice,5,12,Sandy Soil,6.57,38.09,91.32,30.29,Low,154.88,78.4,194.24,0.647,0.705,0.6978751109659684
1,Rice,5,13,Clay Soil,6.49,66.25,61.48,30.73,Low,124.92,67.19,242.47,0.614,0.567,0.5680239796232961
1,Rice,5,14,Loamy Soil,6.87,36.27,59.38,26.74,Medium,140.1,38.88,237.24,0.52,0.639,0.5903267433113356
1,Rice,6,0,Clay Soil,6.72,57.97,75.65,30.36,High,183.36,46.89,195.79,0.708,0.478,0.540707754934804
1,Rice,6,1,Clay Soil,6.55,32.03,48.39,32.46,Low,192.13,39.41,240.89,0.468,0.751,0.731864499053289
1,Rice,6,2,Loamy Soil,6.54,39.45,60.35,32.66,High,132.62,35.36,213.33,0.603,0.588,0.4297946906122648
1,Rice,6,3,Clay Soil,6.55,62.36,60.21,29.22,Medium,157.86,55.48,110.87,0.614,0.527,0.4932337853402232
1,Rice,6,4,Loamy Soil,6.53,57.79,51.51,31.76,Low,129.31,61.14,337.93,0.554,0.617,0.6467891846867843
1,Rice,6,5,Loamy Soil,5.8,39.96,61.37,24.95,High,138.73,19.83,144.88,0.57,0.527,0.35364850518678814
1,Rice,6,6,Clay Soil,6.89,42.43,45.66,26.38,Medium,148.02,50.12,132.64,0.482,0.606,0.5796120277064577
1,Rice,6,7,Loamy Soil,7.15,37.35,68.82,33.5,Medium,128.76,30.65,166.67,0.595,0.685,0.526105527217989
1,Rice,6,8,Loamy Soil,7.07,38.15,60.04,29.5,High,116.71,47.07,166.87,0.582,0.57,0.500511345664246
1,Rice,6,9,Clay Soil,6.88,37.65,71.33,37.07,Medium,134.49,44.29,220.07,0.624,0.71,0.4855412866624853
1,Rice,6,10,Sandy Soil,5.95,36.23,56.49,30.31,Medium,148.67,66.92,168.94,0.526,0.666,0.5004629257949585
1,Rice,6,11,Loamy Soil,6.15,39.13,67.24,20.0,Medium,191.77,50.23,310.8,0.526,0.574,0.667935467723464
1,Rice,6,12,Clay Soil,6.83,51.09,67.4,30.92,Medium,192.67,57.54,282.93,0.617,0.596,0.6497285483473231
1,Rice,6,13,Clay Soil,6.17,49.42,71.49,28.89,High,134.27,40.43,276.71,0.659,0.51,0.4317722730778381
1,Rice,6,14,Clay Soil,5.96,53.96,73.18,25.53,High,175.82,72.45,181.53,0.662,0.462,0.6318714288333991
1,Rice,7,0,Loamy Soil,6.52,52.29,67.19,31.61,Medium,157.46,33.3,211.65,0.624,0.596,0.5404050856814538
1,Rice,7,1,Clay Soil,6.98,26.72,61.37,30.52,Medium,127.64,45.66,293.93,0.518,0.715,0.7836185901210531
1,Rice,7,2,Sandy Soil,6.34,27.62,64.34,24.9,High,62.05,46.6,169.88,0.545,0.589,0.5174577812831839
1,Rice,7,3,Sandy Soil,6.76,43.81,76.22,33.93,Low,223.87,23.95,108.47,0.622,0.703,0.5257550390722764
1,Rice,7,4,Loamy Soil,6.42,29.98,58.08,32.69,Low,207.75,38.77,267.04,0.502,0.763,0.6485554084233833
1,Rice,7,5,Loamy Soil,6.73,50.37,67.7,29.31,High,175.71,59.94,211.79,0.648,0.508,0.42412287847009583
1,Rice,7,6,Loamy Soil,6.48,36.88,72.09,26.91,Low,222.04,39.4,114.15,0.55,0.685,0.5543486124550784
1,Rice,7,7,Clay Soil,6.32,22.33,49.09,31.69,High,131.91,5.0,104.97,0.502,0.666,0.5060230209941027
1,Rice,7,8,Sandy Soil,6.69,33.4,72.6,31.12,Low,148.09,39.95,130.5,0.562,0.734,0.7463242112485287
1,Rice,7,9,Sandy Soil,6.58,20.5,70.25,35.34,Low,140.11,29.77,139.9,0.535,0.831,0.48076390352188775
1,Rice,7,10,Sandy Soil,6.75,61.79,62.19,32.97,Low,186.99,40.89,161.18,0.615,0.606,0.5551547342333613
1,Rice,7,11,Loamy Soil,6.92,38.58,68.93,32.04,High,202.7,42.96,324.52,0.632,0.587,0.6445288230294757
1,Rice,7,12,Sandy Soil,6.58,37.18,58.11,28.89,Low,130.64,35.19,225.45,0.504,0.699,0.3881321962380468
1,Rice,7,13,Loamy Soil,6.49,70.71,54.68,28.41,High,219.1,46.54,202.28,0.653,0.4,0.7142822814515021
1,Rice,7,14,Clay Soil,6.58,41.91,66.2,28.49,Low,83.26,45.99,238.83,0.549,0.672,0.5751933032686775
1,Rice,8,0,Loamy Soil,6.59,57.57,46.36,27.3,Medium,217.36,33.12,264.72,0.535,0.537,0.7041031947043047
1,Rice,8,1,Loamy Soil,6.27,62.72,64.61,25.1,Medium,205.2,30.62,223.75,0.612,0.495,0.44806125452052614
1,Rice,8,2,Loamy Soil,6.72,40.55,68.24,29.13,Medium,180.87,5.0,268.93,0.58,0.636,0.64027943109361
1,Rice,8,3,Clay Soil,6.47,29.46,47.6,31.12,Low,196.43,32.98,220.79,0.45,0.754,0.4598148937207719
1,Rice,8,4,Loamy Soil,6.53,29.6,49.44,29.18,Low,189.85,32.59,106.61,0.448,0.739,0.568685709380027
1,Rice,8,5,Sandy Soil,6.71,41.14,60.72,27.48,Low,233.07,45.73,225.8,0.52,0.668,0.9080455625809978
1,Rice,8,6,Sandy Soil,6.47,44.55,61.97,31.14,Low,179.11,40.78,243.96,0.553,0.679,0.4919463674869311
1,Rice,8,7,Clay Soil,6.5,56.0,64.19,28.23,Low,163.86,54.97,30.0,0.582,0.6,0.4433702270397228
1,Rice,8,8,Sandy Soil,6.94,32.52,56.29,31.21,Low,174.51,24.2,162.57,0.495,0.739,0.5099651365087641
1,Rice,8,9,Loamy Soil,6.13,46.81,84.14,31.64,High,164.6,76.05,196.54,0.715,0.543,0.5836524345883801
1,Rice,8,10,Loamy Soil,6.94,59.24,60.51,30.2,High,175.55,22.85,298.01,0.651,0.47,0.34493365689338673
1,Rice,8,11,Clay Soil,6.4,64.36,53.54,33.02,High,168.14,36.34,257.85,0.652,0.466,0.5328562974806027
1,Rice,8,12,Clay Soil,6.38,61.51,75.47,31.71,High,144.0,41.88,189.62,0.725,0.47,0.3937696286273895
1,Rice,8,13,Clay Soil,5.84,33.1,65.16,26.17,Medium,63.86,30.42,120.61,0.531,0.651,0.5473592430635181
1,Rice,8,14,Clay Soil,6.22,72.03,66.7,27.9,Medium,189.27,35.13,50.04,0.662,0.469,0.4080575765766197
1,Rice,9,0,Clay Soil,5.89,57.27,87.91,26.53,Medium,247.59,60.76,233.83,0.696,0.533,0.849993440501754
1,Rice,9,1,Loamy Soil,6.2,41.63,62.47,31.18,High,82.28,38.52,140.68,0.611,0.566,0.42167467076637627
1,Rice,9,2,Loamy Soil,6.66,33.12,53.96,24.26,Medium,187.63,25.26,186.52,0.477,0.636,0.48279384837943246
1,Rice,9,3,Clay Soil,6.26,48.84,55.31,31.65,Medium,86.28,46.61,198.82,0.566,0.613,0.581351721736967
1,Rice,9,4,Loamy Soil,6.53,46.47,70.52,28.26,Medium,171.73,40.73,202.44,0.603,0.6,0.41191356835660453
1,Rice,9,5,Clay Soil,6.0,36.69,70.0,26.11,Medium,121.26,53.42,182.3,0.561,0.632,0.557745993460413
1,Rice,9,6,Sandy Soil,6.19,30.75,77.48,30.72,Medium,162.39,49.51,224.83,0.596,0.697,0.7127142754282427
1,Rice,9,7,Clay Soil,6.28,28.56,77.25,34.87,Medium,146.47,78.7,151.78,0.609,0.739,0.48725167654387724
1,Rice,9,8,Sandy Soil,6.94,51.83,81.39,32.93,High,215.14,34.31,187.79,0.726,0.528,0.5204633858532304
1,Rice,9,9,Clay Soil,6.51,35.76,53.99,27.87,Medium,159.35,16.66,219.85,0.503,0.65,0.5259882794248424
1,Rice,9,10,Sandy Soil,6.01,65.07,73.34,26.48,Medium,166.76,29.42,196.65,0.661,0.493,0.578182287177731
1,Rice,9,11,Sandy Soil,6.46,34.15,55.09,31.89,Medium,120.58,58.54,265.48,0.522,0.688,0.5053049289121918
1,Rice,9,12,Loamy Soil,5.94,59.56,71.09,28.4,Low,155.67,74.79,223.6,0.621,0.583,0.5479543386915724
1,Rice,9,13,Clay Soil,6.78,56.48,59.73,31.09,High,118.56,20.03,89.83,0.644,0.491,0.5521941565616898
1,Rice,9,14,Clay Soil,6.05,44.93,70.08,36.47,Medium,183.54,41.23,194.07,0.637,0.669,0.5636984673233186
1,Rice,10,0,Clay Soil,6.43,35.93,70.68,31.8,Medium,171.46,26.52,201.69,0.59,0.679,0.5250492850345877
1,Rice,10,1,Sandy Soil,6.58,44.7,64.91,29.32,High,182.71,60.85,233.47,0.62,0.536,0.6896448209496976
1,Rice,10,2,Clay Soil,6.26,42.76,39.74,30.19,Low,152.27,47.95,195.77,0.454,0.681,0.5299975278421509
1,Rice,10,3,Clay Soil,6.62,30.48,69.87,21.34,Low,174.0,62.96,273.13,0.494,0.676,0.7642253697161003
1,Rice,10,4,Clay Soil,6.56,40.95,58.11,29.81,High,125.46,35.46,176.71,0.584,0.559,0.5293072473298681
1,Rice,10,5,Sandy Soil,6.86,14.35,66.7,25.4,Medium,187.37,19.5,186.51,0.477,0.739,0.42856485819736323
1,Rice,10,6,Clay Soil,6.27,13.91,77.08,29.05,High,128.15,45.88,111.27,0.575,0.688,0.6865774511144757
1,Rice,10,7,Clay Soil,6.49,59.36,66.83,27.02,Medium,143.66,39.59,144.0,0.621,0.526,0.5473832920911788
1,Rice,10,8,Clay Soil,5.95,25.64,76.68,27.41,Medium,208.85,36.86,159.86,0.561,0.697,0.4338696502797352
1,Rice,10,9,Sandy Soil,6.34,70.89,75.4,25.2,High,125.77,51.13,217.96,0.72,0.375,0.565655360863383
1,Rice,10,10,Sandy Soil,6.68,36.87,58.6,30.51,Medium,230.54,42.05,178.08,0.538,0.664,0.5305318329772679
1,Rice,10,11,Clay Soil,7.02,59.4,66.85,27.59,Low,123.72,24.3,232.2,0.6,0.578,0.5787084603742452
1,Rice,10,12,Clay Soil,6.9,35.92,67.83,27.88,High,93.13,62.52,180.64,0.598,0.569,0.6428595579007405
1,Rice,10,13,Sandy Soil,6.99,37.28,62.49,31.93,Medium,187.11,40.86,216.12,0.561,0.673,0.4989317681648289
1,Rice,10,14,Sandy Soil,6.35,34.93,72.46,31.78,Medium,108.21,10.5,323.37,0.594,0.684,0.5963376129244322
1,Rice,11,0,Loamy Soil,6.37,48.69,53.97,28.55,Low,182.63,52.91,165.02,0.521,0.639,0.6582780926936498
1,Rice,11,1,Loamy Soil,6.7,53.82,73.38,27.56,Medium,176.52,57.6,210.86,0.633,0.558,0.695206015999449
1,Rice,11,2,Loamy Soil,6.47,38.66,52.03,29.72,High,173.45,58.57,201.28,0.553,0.57,0.8326792982653948
1,Rice,11,3,Loamy Soil,6.73,23.87,88.0,33.23,Medium,180.13,45.72,277.39,0.63,0.75,0.580461188399713
1,Rice,11,4,Clay Soil,6.49,42.49,71.73,29.25,Low,115.98,31.29,235.31,0.577,0.675,0.42462638356425103
1,Rice,11,5,Sandy Soil,6.98,37.68,72.2,34.34,Low,144.64,40.22,152.91,0.59,0.737,0.4110485570374477
1,Rice,11,6,Loamy Soil,6.06,53.67,71.48,25.65,Low,135.09,65.9,176.02,0.591,0.592,0.5144189715034562
1,Rice,11,7,Loamy Soil,5.89,60.15,48.01,34.37,Medium,127.93,78.37,166.15,0.584,0.577,0.6352898290585896
1,Rice,11,8,Sandy Soil,7.25,57.29,66.85,35.58,Medium,173.7,51.68,166.93,0.657,0.6,0.5791151974816644
1,Rice,11,9,Sandy Soil,6.54,62.73,76.16,28.05,High,104.33,37.1,156.99,0.713,0.437,0.5276690799330019
1,Rice,11,10,Clay Soil,5.95,32.71,46.33,31.44,High,224.16,58.32,234.93,0.521,0.612,0.8287183249036024
1,Rice,11,11,Clay Soil,7.25,63.52,76.47,29.09,Medium,130.45,23.21,208.45,0.682,0.521,0.5013001891877907
1,Rice,11,12,Clay Soil,6.42,51.16,47.32,33.1,High,128.69,22.45,30.0,0.588,0.532,0.6453534077157317
1,Rice,11,13,Clay Soil,7.16,39.51,67.06,28.86,Medium,125.91,47.03,140.1,0.571,0.639,0.4735343166762044
1,Rice,11,14,Loamy Soil,6.55,43.8,68.02,31.06,Low,141.85,26.83,150.39,0.575,0.682,0.7720169166589619
1,Rice,12,0,Loamy Soil,7.1,41.75,56.6,27.23,High,149.15,28.79,54.55,0.568,0.535,0.5625667347765007
1,Rice,12,1,Clay Soil,6.53,26.25,73.84,30.74,Medium,128.84,51.91,124.74,0.568,0.719,0.41428424435837174
1,Rice,12,2,Clay Soil,5.85,58.98,51.67,37.24,High,120.62,27.85,212.03,0.65,0.524,0.39291075019388877
1,Rice,12,3,Sandy Soil,6.56,35.07,76.49,29.11,High,153.45,23.92,30.0,0.637,0.583,0.5482472415243185
1,Rice,12,4,Clay Soil,6.75,69.69,60.52,36.03,Medium,150.83,29.08,189.03,0.671,0.542,0.4776537214674149
1,Rice,12,5,Clay Soil,6.74,39.21,78.75,28.11,Low,111.87,41.84,297.48,0.589,0.683,0.6014000494092092
1,Rice,12,6,Clay Soil,6.85,44.07,61.4,31.53,Medium,142.78,87.9,217.93,0.575,0.636,0.7923237624573545
1,Rice,12,7,Loamy Soil,6.27,46.36,57.48,33.93,High,92.47,53.79,159.91,0.619,0.563,0.49271710873431274
1,Rice,12,8,Sandy Soil,6.53,55.23,76.88,31.61,Medium,169.39,27.3,161.39,0.671,0.581,0.4153206281931595
1,Rice,12,9,Loamy Soil,6.69,40.98,75.3,29.2,High,133.85,25.67,225.42,0.65,0.554,0.34851527753141354
1,Rice,12,10,Sandy Soil,6.51,61.95,57.64,30.61,High,146.81,46.79,136.26,0.649,0.46,0.4553485047932979
1,Rice,12,11,Loamy Soil,6.4,59.25,69.28,26.43,Low,253.58,48.69,219.55,0.603,0.57,0.7716398794323474
1,Rice,12,12,Clay Soil,6.57,60.81,56.95,31.79,High,109.74,57.1,279.03,0.649,0.474,0.5844093744130203
1,Rice,12,13,Sandy Soil,5.6,33.01,63.82,29.73,High,129.81,52.61,232.8,0.583,0.598,0.44142612212880117
1,Rice,12,14,Clay Soil,7.15,41.13,59.35,28.77,Medium,198.69,62.82,259.9,0.545,0.63,0.7563180925851182
1,Rice,13,0,Sandy Soil,6.55,30.85,60.68,30.11,Low,197.51,33.03,212.07,0.502,0.74,0.6145317379728836
1,Rice,13,1,Clay Soil,6.85,28.85,60.98,31.57,High,155.06,69.08,139.98,0.568,0.633,0.5356142563798867
1,Rice,13,2,Clay Soil,5.97,49.21,58.22,33.09,High,169.57,49.52,266.58,0.626,0.542,0.6193725105945528
1,Rice,13,3,Clay Soil,6.45,33.31,67.73,31.95,Medium,194.28,38.19,69.64,0.571,0.693,0.5058208718446
1,Rice,13,4,Loamy Soil,6.12,48.98,73.47,29.44,Low,157.62,50.64,173.87,0.604,0.644,0.4317029702169377
1,Rice,13,5,Clay Soil,6.13,58.03,66.96,30.95,High,128.56,52.12,222.04,0.677,0.482,0.5537787360348283
1,Rice,13,6,Clay Soil,6.38,32.36,83.38,24.34,Medium,107.29,54.25,302.64,0.592,0.641,0.6410784526368234
1,Rice,13,7,Loamy Soil,6.53,58.94,72.34,28.05,Low,112.91,43.58,258.51,0.622,0.584,0.6113051243175277
1,Rice,13,8,Loamy Soil,7.58,37.15,70.01,31.96,Medium,76.77,47.67,282.42,0.591,0.674,0.6083802052034903
1,Rice,13,9,Loamy Soil,7.16,53.91,86.05,26.66,Medium,153.02,15.97,185.24,0.679,0.55,0.3622330632042909
1,Rice,13,10,Sandy Soil,6.56,45.52,56.57,31.27,Medium,217.8,30.66,211.68,0.559,0.627,0.47521749600848767
1,Rice,13,11,Clay Soil,6.33,36.69,60.6,23.38,Low,93.75,38.75,109.72,0.485,0.66,0.551503526720866
1,Rice,13,12,Clay Soil,6.5,41.29,72.6,29.39,Low,119.91,44.79,280.43,0.577,0.682,0.5993785950912209
1,Rice,13,13,Sandy Soil,6.59,35.98,68.77,29.46,Medium,137.24,28.06,264.56,0.57,0.661,0.5515047686306048
